user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_num
431,2024-11-02,Basic,199,23.3,0,4,12,51,No,0
432,2023-03-21,Standard,399,8.4,6,5,15,20,Yes,1
433,2023-02-17,Premium,699,3.4,0,1,24,14,No,0
434,2024-04-12,Standard,399,22.0,4,2,5,20,Yes,1
435,2024-01-13,Basic,199,5.4,4,5,24,39,Yes,1
436,2023-09-09,Premium,699,24.9,3,5,32,57,Yes,1
437,2024-12-11,Basic,199,23.3,0,1,1,34,Yes,1
438,2023-07-30,Basic,199,0.5,6,5,22,46,Yes,1
439,2023-02-14,Premium,699,10.8,0,1,16,45,Yes,1
440,2023-04-08,Basic,199,10.6,5,3,34,47,Yes,1
441,2024-03-21,Premium,699,16.1,6,0,9,37,No,0
442,2024-12-18,Premium,699,6.3,4,2,9,59,No,0
443,2023-05-20,Premium,699,8.3,4,1,21,4,No,0
444,2023-05-04,Premium,699,4.3,2,3,7,29,Yes,1
445,2023-05-03,Premium,699,24.1,3,3,23,19,No,0
446,2023-08-09,Basic,199,20.3,4,5,11,44,Yes,1
447,2024-11-24,Standard,399,2.7,3,2,10,25,Yes,1
448,2024-04-08,Standard,399,20.6,2,0,17,60,No,0
449,2023-05-05,Premium,699,6.6,7,0,36,51,No,0
450,2024-01-17,Basic,199,20.8,3,1,4,12,No,0
451,2023-07-22,Premium,699,14.8,4,0,6,1,No,0
452,2024-04-17,Premium,699,20.3,1,2,29,7,Yes,1
453,2024-01-27,Basic,199,23.1,6,5,11,25,Yes,1
454,2023-06-02,Premium,699,4.7,3,1,28,17,Yes,1
455,2023-03-04,Basic,199,16.4,7,3,16,56,Yes,1
456,2024-06-22,Basic,199,9.9,6,1,18,41,No,0
457,2024-05-11,Basic,199,20.0,6,5,35,22,Yes,1
458,2023-08-13,Standard,399,8.4,4,1,33,1,No,0
459,2023-08-27,Basic,199,1.9,7,4,18,22,Yes,1
460,2023-02-27,Basic,199,6.6,3,2,7,34,No,0
461,2024-12-15,Basic,199,9.2,2,1,25,15,No,0
462,2023-07-12,Standard,399,17.7,5,4,2,36,Yes,1
463,2024-09-08,Standard,399,8.1,7,0,35,5,Yes,1
464,2023-05-14,Basic,199,13.4,0,2,2,58,No,0
465,2024-12-22,Standard,399,23.0,5,0,12,1,Yes,1
466,2024-11-09,Basic,199,21.2,5,0,8,23,No,0
467,2024-03-23,Standard,399,8.7,5,1,7,10,No,0
468,2024-09-20,Premium,699,16.4,2,5,32,35,No,0
469,2023-10-29,Standard,399,16.8,2,3,15,19,No,0
470,2023-11-22,Basic,199,18.4,6,4,12,2,Yes,1
471,2023-03-21,Premium,699,16.2,1,3,15,9,Yes,1
472,2024-12-26,Basic,199,24.6,2,5,23,56,No,0
473,2023-12-25,Premium,699,11.4,4,1,22,15,No,0
474,2023-06-20,Standard,399,18.2,0,3,7,28,No,0
475,2024-05-05,Standard,399,22.1,5,4,32,24,Yes,1
476,2023-09-25,Premium,699,4.5,1,0,15,18,Yes,1
477,2023-04-06,Basic,199,8.9,6,1,5,46,Yes,1
478,2024-03-20,Standard,399,17.8,6,5,31,10,No,0
479,2024-07-07,Basic,199,3.0,3,1,4,26,No,0
480,2024-05-17,Standard,399,7.8,1,0,19,25,No,0
481,2024-10-02,Basic,199,9.3,6,0,4,18,No,0
482,2023-03-25,Premium,699,5.4,0,1,31,10,No,0
483,2023-09-29,Standard,399,8.1,6,3,8,31,No,0
484,2023-02-15,Basic,199,10.0,5,3,35,23,Yes,1
485,2024-12-14,Standard,399,11.9,3,2,29,36,Yes,1
486,2024-08-26,Premium,699,2.6,5,4,7,26,Yes,1
487,2024-12-04,Basic,199,2.0,6,4,36,26,Yes,1
488,2023-02-05,Standard,399,12.2,1,3,16,57,No,0
489,2023-06-27,Premium,699,20.1,2,0,34,60,No,0
490,2024-11-30,Basic,199,20.3,2,0,14,27,Yes,1
491,2023-03-10,Standard,399,24.9,2,4,13,16,Yes,1
492,2024-04-14,Basic,199,14.1,8,2,25,54,Yes,1
493,2024-08-25,Basic,199,19.7,1,3,34,9,Yes,1
494,2023-12-19,Premium,699,23.2,1,2,7,55,Yes,1
495,2023-06-26,Standard,399,9.9,7,4,17,38,Yes,1
496,2023-12-06,Standard,399,4.0,6,0,26,25,No,0
497,2023-12-12,Premium,699,1.7,7,2,16,57,Yes,1
498,2023-08-22,Standard,399,7.4,7,5,20,43,Yes,1
499,2024-09-11,Basic,199,24.4,7,2,20,17,No,0
500,2024-06-12,Premium,699,5.1,3,3,6,47,Yes,1
501,2024-02-18,Standard,399,13.1,2,0,4,19,No,0
502,2023-07-25,Basic,199,22.0,0,1,34,12,No,0
503,2024-01-13,Basic,199,1.3,0,2,16,45,Yes,1
504,2024-05-15,Standard,399,10.2,1,5,33,1,Yes,1
505,2023-06-17,Premium,699,4.9,7,4,29,35,Yes,1
506,2023-08-08,Standard,399,7.5,6,0,6,10,No,0
507,2024-11-29,Basic,199,17.1,4,5,15,26,Yes,1
508,2023-09-16,Basic,199,22.8,2,4,31,51,Yes,1
509,2023-12-24,Premium,699,18.0,4,3,20,57,Yes,1
510,2024-02-11,Standard,399,5.8,4,5,17,33,No,0
511,2023-10-17,Premium,699,0.7,5,4,7,41,Yes,1
512,2023-10-11,Standard,399,12.3,5,2,7,40,Yes,1
513,2024-09-06,Standard,399,5.1,8,1,20,57,Yes,1
514,2023-09-23,Standard,399,17.2,0,5,21,31,No,0
515,2023-07-14,Standard,399,10.0,0,4,26,45,No,0
516,2023-06-24,Standard,399,17.3,7,5,15,22,Yes,1
517,2024-07-26,Premium,699,4.9,1,3,36,8,No,0
518,2023-11-11,Basic,199,16.5,3,2,22,14,No,0
519,2023-02-24,Standard,399,9.6,4,3,22,54,Yes,1
520,2024-01-26,Premium,699,12.1,3,4,5,7,No,0
521,2024-08-06,Premium,699,10.6,2,1,20,12,No,0
522,2023-07-01,Standard,399,8.3,2,0,10,31,Yes,1
523,2024-08-13,Standard,399,0.6,4,1,4,48,No,0
524,2024-03-15,Basic,199,19.7,1,1,32,39,No,0
525,2024-01-18,Standard,399,24.2,6,0,28,2,No,0
526,2024-10-03,Basic,199,19.0,8,1,21,1,No,0
527,2024-05-30,Premium,699,6.0,5,2,16,8,Yes,1
528,2024-06-16,Premium,699,4.6,0,2,20,60,Yes,1
529,2023-07-12,Premium,699,8.8,2,2,34,57,Yes,1
530,2023-01-23,Basic,199,1.0,3,5,26,8,Yes,1
531,2024-01-20,Premium,699,4.6,5,5,33,41,Yes,1
532,2024-10-31,Premium,699,19.4,0,4,17,3,No,0
533,2023-09-16,Basic,199,17.4,6,3,4,24,Yes,1
534,2024-11-09,Standard,399,5.5,0,2,10,26,No,0
535,2024-06-07,Premium,699,15.8,2,3,18,53,No,0
536,2023-09-27,Premium,699,7.4,1,3,8,12,No,0
537,2024-05-23,Premium,699,9.3,6,2,13,10,Yes,1
538,2023-04-24,Basic,199,8.6,0,0,31,42,Yes,1
539,2023-04-14,Premium,699,4.2,1,4,32,4,No,0
540,2023-06-28,Standard,399,11.7,4,2,15,29,Yes,1
541,2023-02-16,Basic,199,9.3,5,3,19,47,Yes,1
542,2024-09-28,Basic,199,16.8,2,2,9,22,No,0
543,2024-04-12,Standard,399,9.6,5,1,6,7,No,0
544,2023-06-20,Standard,399,17.4,7,3,25,41,No,0
545,2024-08-27,Basic,199,17.6,0,1,9,6,No,0
546,2024-12-01,Standard,399,4.9,6,2,29,39,Yes,1
547,2023-02-17,Premium,699,12.3,7,0,9,56,Yes,1
548,2024-08-13,Basic,199,16.5,0,5,17,55,No,0
549,2024-09-25,Premium,699,24.5,5,4,15,33,Yes,1
550,2024-10-18,Basic,199,16.7,3,3,28,22,No,0
551,2023-06-10,Standard,399,21.1,8,4,10,3,Yes,1
552,2023-09-04,Premium,699,21.4,2,0,31,48,No,0
553,2023-08-29,Standard,399,1.7,3,4,18,41,Yes,1
554,2023-11-20,Basic,199,11.4,7,0,30,54,Yes,1
555,2024-07-24,Basic,199,18.8,0,0,32,25,No,0
556,2024-11-18,Premium,699,20.7,4,4,1,35,Yes,1
557,2024-07-27,Standard,399,9.4,0,1,22,54,No,0
558,2024-11-05,Premium,699,18.1,5,5,31,28,Yes,1
559,2023-04-19,Basic,199,8.9,4,4,1,33,Yes,1
560,2023-07-12,Basic,199,12.6,6,0,11,16,No,0
561,2024-02-29,Basic,199,5.8,3,5,26,21,Yes,1
562,2024-05-31,Basic,199,19.4,7,3,8,42,Yes,1
563,2024-08-22,Basic,199,0.6,0,4,32,59,Yes,1
564,2023-05-12,Standard,399,19.6,2,5,33,37,Yes,1
565,2024-09-15,Basic,199,16.6,5,4,25,56,Yes,1
566,2023-05-22,Premium,699,7.2,5,2,16,28,No,0
567,2024-07-20,Standard,399,7.8,8,2,33,45,Yes,1
568,2023-05-16,Premium,699,5.4,4,5,14,22,No,0
569,2024-07-29,Premium,699,12.8,5,5,12,7,No,0
570,2023-01-14,Standard,399,17.0,8,2,27,56,No,0
571,2023-10-01,Premium,699,1.1,2,0,7,42,Yes,1
572,2023-07-28,Basic,199,17.2,2,0,19,44,No,0
573,2024-07-29,Premium,699,9.3,7,0,3,39,No,0
574,2023-02-18,Basic,199,10.0,8,5,36,18,No,0
575,2023-09-15,Standard,399,10.7,5,4,25,3,Yes,1
576,2023-07-21,Basic,199,20.8,5,4,29,34,Yes,1
577,2023-06-27,Premium,699,7.7,2,5,13,4,Yes,1
578,2023-05-14,Premium,699,3.4,0,3,33,17,Yes,1
579,2023-06-07,Basic,199,0.6,7,5,17,59,Yes,1
580,2024-01-02,Standard,399,19.5,4,3,4,50,Yes,1
581,2023-06-13,Basic,199,13.4,2,4,21,4,No,0
582,2024-11-10,Standard,399,13.7,1,2,35,14,No,0
583,2024-07-28,Standard,399,9.3,3,4,22,33,Yes,1
584,2024-09-20,Premium,699,3.3,5,3,1,15,No,0
585,2023-04-27,Premium,699,24.0,5,3,16,58,No,0
586,2024-01-19,Standard,399,13.7,4,0,17,58,No,0
587,2023-11-25,Premium,699,11.4,0,2,33,57,No,0
588,2023-03-09,Premium,699,23.7,2,4,6,34,Yes,1
589,2024-12-20,Basic,199,21.7,6,0,14,13,No,0
590,2024-04-15,Premium,699,16.3,1,5,28,43,Yes,1
591,2024-07-25,Premium,699,1.4,1,0,22,11,No,0
592,2024-03-19,Basic,199,22.8,6,3,15,28,Yes,1
593,2024-09-25,Standard,399,10.0,1,4,2,0,No,0
594,2023-10-24,Basic,199,17.7,1,2,3,59,Yes,1
595,2024-11-07,Premium,699,15.4,4,3,20,24,Yes,1
596,2024-07-12,Basic,199,4.3,3,1,31,47,Yes,1
597,2023-05-25,Standard,399,7.8,5,0,10,35,No,0
598,2023-11-09,Basic,199,0.6,6,4,3,35,Yes,1
599,2024-09-23,Basic,199,5.7,8,1,23,10,Yes,1
600,2023-03-16,Standard,399,3.3,0,4,13,29,Yes,1
601,2023-12-05,Standard,399,6.6,3,5,5,37,Yes,1
602,2023-07-18,Standard,399,16.9,3,0,9,18,No,0
603,2024-08-03,Standard,399,11.5,4,5,32,37,Yes,1
604,2023-08-15,Standard,399,24.0,2,0,21,20,No,0
605,2024-05-06,Premium,699,7.3,5,1,28,43,No,0
606,2024-10-23,Standard,399,9.3,4,3,29,35,Yes,1
607,2024-10-03,Premium,699,21.1,2,4,6,12,Yes,1
608,2024-08-15,Basic,199,22.4,8,5,5,1,No,0
609,2024-07-06,Standard,399,22.7,8,2,14,34,No,0
610,2023-05-18,Standard,399,9.5,3,4,10,46,No,0
611,2023-09-02,Standard,399,13.0,6,2,33,32,Yes,1
612,2024-08-02,Premium,699,19.1,2,3,11,10,Yes,1
613,2024-05-14,Premium,699,18.5,7,2,10,2,Yes,1
614,2024-01-05,Basic,199,7.0,3,0,5,42,Yes,1
615,2024-12-21,Standard,399,23.0,0,0,31,41,Yes,1
616,2024-01-21,Premium,699,21.0,4,4,18,34,Yes,1
617,2023-08-17,Premium,699,9.4,1,4,25,16,No,0
618,2024-09-10,Premium,699,9.1,5,3,26,50,Yes,1
619,2024-10-20,Basic,199,22.1,7,1,33,14,Yes,1
620,2023-05-02,Standard,399,4.2,2,2,14,38,Yes,1
621,2024-05-05,Premium,699,10.7,5,5,15,7,Yes,1
622,2024-08-10,Standard,399,15.0,6,0,14,15,Yes,1
623,2023-02-27,Premium,699,3.8,8,0,11,57,Yes,1
624,2024-10-14,Basic,199,23.1,8,3,17,38,No,0
625,2024-05-08,Basic,199,23.7,3,3,19,38,No,0
626,2024-09-30,Basic,199,20.8,2,4,15,52,No,0
627,2023-08-24,Premium,699,7.0,5,3,33,38,Yes,1
628,2024-05-31,Standard,399,3.7,0,1,25,33,No,0
629,2024-09-06,Premium,699,20.7,1,1,27,30,No,0
630,2024-09-09,Basic,199,12.8,1,0,35,30,No,0
631,2023-02-14,Premium,699,22.5,6,4,1,26,Yes,1
632,2024-12-14,Premium,699,11.0,7,3,34,22,Yes,1
633,2023-03-27,Premium,699,10.9,4,3,7,49,Yes,1
634,2023-01-08,Standard,399,10.5,3,0,35,45,No,0
635,2023-11-20,Premium,699,3.4,0,3,34,41,Yes,1
636,2024-07-02,Standard,399,3.1,6,5,24,37,Yes,1
637,2024-07-24,Standard,399,15.5,6,1,24,26,No,0
638,2024-08-14,Standard,399,9.6,8,3,12,16,No,0
639,2024-12-17,Standard,399,18.5,1,5,26,14,No,0
640,2024-12-14,Basic,199,5.8,6,2,7,51,Yes,1
641,2024-09-06,Premium,699,4.4,0,0,4,52,Yes,1
642,2024-01-29,Standard,399,2.1,3,2,6,5,No,0
643,2023-01-11,Standard,399,7.5,0,1,34,40,No,0
644,2023-08-26,Basic,199,7.5,0,4,34,32,Yes,1
645,2023-06-11,Premium,699,17.0,5,1,11,41,Yes,1
646,2023-07-25,Basic,199,19.6,5,5,18,25,Yes,1
647,2024-07-26,Premium,699,18.6,1,0,1,35,Yes,1
648,2024-04-10,Premium,699,9.0,4,1,23,38,No,0
649,2024-05-30,Standard,399,6.9,6,4,1,6,No,0
650,2024-08-11,Standard,399,23.7,8,2,22,56,Yes,1
651,2024-04-14,Standard,399,24.2,7,1,29,48,Yes,1
652,2024-01-27,Premium,699,22.5,0,3,30,7,Yes,1
653,2024-06-12,Premium,699,17.1,3,2,15,26,No,0
654,2024-11-20,Premium,699,17.7,4,1,1,18,Yes,1
655,2024-08-10,Premium,699,2.4,2,3,22,20,Yes,1
656,2023-09-05,Standard,399,23.7,3,3,12,47,Yes,1
657,2023-04-20,Standard,399,6.1,3,4,14,22,Yes,1
658,2024-07-08,Basic,199,17.1,7,4,6,0,No,0
659,2024-08-11,Basic,199,9.6,5,3,31,57,No,0
660,2024-08-13,Standard,399,5.0,8,2,32,25,Yes,1
661,2024-05-29,Basic,199,13.4,6,3,4,60,Yes,1
662,2024-04-16,Standard,399,21.6,2,3,26,7,No,0
663,2024-01-06,Standard,399,0.8,3,3,1,37,Yes,1
664,2024-09-19,Premium,699,5.1,4,1,17,17,No,0
665,2024-01-17,Standard,399,5.0,6,1,24,26,No,0
666,2024-12-03,Standard,399,7.4,2,4,26,8,No,0
667,2023-07-20,Basic,199,18.2,3,4,7,27,No,0
668,2024-10-07,Basic,199,12.1,0,1,10,26,No,0
669,2024-08-04,Premium,699,18.2,7,2,35,16,No,0
670,2024-05-02,Basic,199,2.9,2,0,26,13,No,0
671,2024-07-24,Premium,699,11.5,5,2,7,23,Yes,1
672,2024-09-12,Standard,399,1.0,1,2,23,55,Yes,1
673,2024-05-14,Basic,199,4.8,4,2,35,20,Yes,1
674,2023-05-29,Premium,699,22.3,6,4,29,18,Yes,1
675,2023-08-22,Basic,199,10.8,6,0,22,5,Yes,1
676,2024-03-31,Standard,399,16.5,4,4,21,41,Yes,1
677,2023-05-09,Standard,399,24.2,6,1,34,11,No,0
678,2023-04-08,Premium,699,16.7,1,1,16,10,No,0
679,2023-03-27,Basic,199,13.9,0,3,31,33,No,0
680,2023-11-13,Basic,199,15.6,1,5,17,59,No,0
681,2023-06-24,Basic,199,18.6,7,5,16,8,Yes,1
682,2024-07-07,Basic,199,16.8,5,3,3,29,No,0
683,2024-10-08,Standard,399,11.4,8,1,36,37,No,0
684,2024-07-06,Premium,699,13.3,8,2,28,58,Yes,1
685,2023-01-11,Basic,199,11.3,5,3,6,16,Yes,1
686,2023-01-09,Basic,199,20.5,2,2,34,18,No,0
687,2023-10-27,Premium,699,23.7,7,2,32,0,No,0
688,2024-07-28,Premium,699,20.0,8,2,15,12,Yes,1
689,2024-03-08,Standard,399,6.6,6,3,26,14,Yes,1
690,2023-10-03,Premium,699,13.2,4,2,16,41,Yes,1
691,2024-04-11,Standard,399,21.4,2,1,13,18,No,0
692,2023-02-20,Premium,699,7.2,7,1,29,20,Yes,1
693,2024-03-24,Premium,699,5.1,1,2,2,17,Yes,1
694,2024-03-06,Premium,699,6.2,2,0,1,31,Yes,1
695,2023-03-24,Standard,399,25.0,7,5,32,50,Yes,1
696,2023-07-16,Basic,199,7.0,6,0,4,34,Yes,1
697,2024-03-29,Standard,399,20.8,1,5,25,15,No,0
698,2024-04-29,Basic,199,5.4,1,4,3,42,No,0
699,2024-07-16,Standard,399,23.4,2,5,20,46,Yes,1
700,2024-11-13,Premium,699,6.7,4,1,8,23,No,0
701,2023-10-10,Basic,199,6.3,6,2,8,0,Yes,1
702,2024-12-08,Premium,699,10.2,3,0,8,2,No,0
703,2024-12-03,Standard,399,9.6,1,1,10,10,No,0
704,2024-12-19,Premium,699,23.3,0,0,22,22,No,0
705,2023-12-22,Premium,699,3.6,3,2,7,35,Yes,1
706,2023-02-10,Standard,399,1.0,6,2,13,46,Yes,1
707,2023-07-11,Standard,399,14.2,8,5,29,31,Yes,1
708,2024-07-21,Premium,699,8.4,7,2,23,55,No,0
709,2024-01-11,Basic,199,13.5,7,2,5,52,Yes,1
710,2023-01-20,Standard,399,19.5,8,3,1,46,Yes,1
711,2024-07-05,Premium,699,19.5,3,2,24,46,Yes,1
712,2023-11-27,Standard,399,13.3,7,4,13,9,No,0
713,2023-05-13,Standard,399,3.2,8,5,21,4,Yes,1
714,2024-10-19,Basic,199,5.5,7,1,3,6,Yes,1
715,2023-03-14,Standard,399,13.4,4,0,32,23,Yes,1
716,2024-01-05,Basic,199,16.6,1,3,14,51,No,0
717,2023-03-14,Premium,699,20.6,0,4,27,17,No,0
718,2024-06-28,Standard,399,23.6,8,0,5,6,No,0
719,2024-07-25,Standard,399,5.2,3,4,13,40,No,0
720,2024-04-14,Premium,699,10.7,1,5,36,36,Yes,1
721,2023-12-12,Premium,699,22.1,2,1,28,35,No,0
722,2023-11-29,Premium,699,13.6,7,2,11,57,Yes,1
723,2024-07-30,Standard,399,19.2,6,5,27,20,No,0
724,2024-04-08,Premium,699,9.7,8,5,14,16,Yes,1
725,2023-05-19,Standard,399,0.5,0,2,26,38,Yes,1
726,2024-12-07,Standard,399,7.9,3,1,1,54,Yes,1
727,2023-06-09,Standard,399,13.0,2,0,36,2,No,0
728,2023-04-05,Basic,199,9.5,3,1,17,16,No,0
729,2024-05-09,Premium,699,14.4,3,5,26,4,No,0
730,2024-08-13,Basic,199,20.7,1,4,32,41,Yes,1
731,2024-03-02,Standard,399,19.6,5,2,6,56,No,0
732,2023-02-25,Basic,199,18.8,0,5,15,49,No,0
733,2024-12-15,Standard,399,1.5,8,4,34,9,Yes,1
734,2024-05-31,Basic,199,1.7,6,3,10,48,Yes,1
735,2024-05-02,Basic,199,11.1,6,1,15,8,No,0
736,2024-12-15,Premium,699,13.9,4,0,4,25,No,0
737,2023-07-20,Basic,199,12.3,3,3,9,25,No,0
738,2024-12-02,Premium,699,6.5,1,2,34,49,Yes,1
739,2023-11-25,Premium,699,3.3,6,3,6,23,Yes,1
740,2024-03-28,Standard,399,19.4,2,2,2,39,No,0
741,2023-03-29,Premium,699,11.3,3,1,10,43,No,0
742,2023-04-24,Basic,199,6.5,2,2,4,0,Yes,1
743,2023-07-28,Standard,399,12.0,5,1,29,47,No,0
744,2023-05-25,Premium,699,18.9,8,3,34,39,Yes,1
745,2023-10-18,Premium,699,9.7,8,0,2,16,Yes,1
746,2024-11-09,Basic,199,1.8,0,0,18,24,No,0
747,2024-01-31,Premium,699,21.7,0,2,24,55,No,0
748,2024-06-28,Basic,199,13.0,1,2,25,31,No,0
749,2023-02-10,Basic,199,5.4,7,4,12,59,Yes,1
750,2023-12-22,Basic,199,8.0,7,3,34,47,Yes,1
751,2023-03-05,Premium,699,9.2,4,1,23,32,Yes,1
752,2023-06-05,Premium,699,22.0,0,4,17,60,Yes,1
753,2024-11-25,Standard,399,16.6,1,5,26,24,Yes,1
754,2023-12-04,Premium,699,10.7,2,3,15,19,No,0
755,2023-07-27,Standard,399,3.7,2,4,35,34,Yes,1
756,2023-05-29,Basic,199,17.4,8,1,20,27,No,0
757,2023-07-08,Premium,699,8.3,8,4,11,60,Yes,1
758,2024-10-14,Standard,399,18.3,5,3,10,26,Yes,1
759,2024-09-18,Premium,699,4.2,3,0,18,8,Yes,1
760,2023-01-27,Premium,699,15.3,3,4,18,14,Yes,1
761,2024-04-25,Standard,399,17.4,7,1,6,32,No,0
762,2023-07-17,Premium,699,5.0,6,3,24,30,Yes,1
763,2024-11-18,Basic,199,10.5,0,2,3,60,Yes,1
764,2024-04-13,Basic,199,2.1,7,4,14,31,Yes,1
765,2023-11-17,Basic,199,10.4,0,4,28,47,No,0
766,2023-02-13,Standard,399,13.4,0,4,35,6,No,0
767,2024-10-07,Basic,199,13.7,0,4,34,24,Yes,1
768,2024-04-17,Basic,199,7.6,6,2,13,49,No,0
769,2024-04-19,Basic,199,7.7,0,5,28,33,No,0
770,2024-12-13,Premium,699,2.7,8,0,29,11,No,0
771,2024-08-27,Premium,699,10.1,5,3,9,1,Yes,1
772,2024-12-29,Premium,699,22.1,1,2,13,20,No,0
773,2024-12-25,Basic,199,2.7,7,5,8,23,Yes,1
774,2023-06-24,Standard,399,15.5,2,3,33,35,Yes,1
775,2024-03-05,Standard,399,4.5,2,1,10,49,No,0
776,2023-05-15,Standard,399,18.4,7,2,20,40,Yes,1
777,2024-05-25,Basic,199,15.8,4,0,1,29,Yes,1
778,2024-05-02,Premium,699,15.4,7,1,1,13,No,0
779,2024-09-26,Standard,399,11.3,0,1,27,56,No,0
780,2024-10-30,Premium,699,20.6,3,0,36,11,No,0
781,2023-11-02,Standard,399,4.1,0,5,3,36,Yes,1
782,2024-09-17,Standard,399,1.7,6,1,6,10,No,0
783,2023-02-06,Premium,699,4.8,7,5,36,37,Yes,1
784,2024-07-17,Basic,199,8.4,6,0,20,48,Yes,1
785,2024-06-23,Basic,199,12.0,1,5,19,55,Yes,1
786,2024-10-06,Standard,399,5.6,3,4,34,3,Yes,1
787,2023-09-23,Premium,699,12.3,4,3,6,38,No,0
788,2024-05-19,Premium,699,23.2,7,4,23,46,Yes,1
789,2024-10-02,Basic,199,17.9,3,0,15,7,Yes,1
790,2024-07-27,Basic,199,20.1,6,3,14,2,Yes,1
791,2023-03-11,Premium,699,0.8,3,5,14,18,Yes,1
792,2023-12-16,Standard,399,12.9,5,0,20,7,No,0
793,2024-11-19,Standard,399,20.9,3,2,2,53,Yes,1
794,2024-07-03,Standard,399,20.0,2,3,31,9,No,0
795,2023-11-03,Standard,399,19.7,6,5,30,3,No,0
796,2023-12-29,Premium,699,14.1,0,1,21,36,No,0
797,2023-06-19,Basic,199,7.4,0,2,10,24,No,0
798,2024-12-27,Premium,699,5.1,1,2,25,45,No,0
799,2023-11-06,Basic,199,10.6,7,1,18,23,Yes,1
800,2023-07-26,Basic,199,7.9,1,2,34,50,Yes,1
801,2024-05-10,Basic,199,12.9,7,4,29,9,Yes,1
802,2024-06-12,Premium,699,8.1,5,1,34,49,No,0
803,2024-06-18,Premium,699,5.5,0,3,9,24,No,0
804,2023-03-31,Basic,199,8.1,0,5,1,54,Yes,1
805,2023-11-16,Standard,399,22.3,1,4,30,49,No,0
806,2023-10-11,Basic,199,16.2,3,2,20,12,Yes,1
807,2023-04-28,Premium,699,19.4,1,2,21,9,Yes,1
808,2023-10-05,Basic,199,13.1,3,4,36,22,Yes,1
809,2023-12-13,Basic,199,14.6,2,0,19,19,No,0
810,2023-04-19,Premium,699,1.7,0,3,29,57,Yes,1
811,2024-08-29,Standard,399,2.6,6,1,4,45,Yes,1
812,2024-11-17,Premium,699,15.6,4,2,29,52,Yes,1
813,2024-12-16,Premium,699,24.4,7,4,6,8,Yes,1
814,2023-05-28,Standard,399,11.7,7,3,7,14,No,0
815,2023-12-05,Premium,699,22.9,6,1,17,44,No,0
816,2024-04-17,Standard,399,12.4,1,3,30,7,No,0
817,2023-04-20,Basic,199,19.3,2,4,19,6,No,0
818,2024-02-28,Standard,399,16.4,4,4,36,29,Yes,1
819,2024-12-11,Basic,199,13.9,7,3,16,4,Yes,1
820,2024-12-11,Premium,699,19.7,6,4,28,50,Yes,1
821,2024-05-13,Basic,199,16.7,1,5,12,59,No,0
822,2024-02-20,Basic,199,8.5,1,3,30,11,Yes,1
823,2023-03-04,Basic,199,17.3,6,2,7,31,Yes,1
824,2024-06-28,Basic,199,20.5,0,1,14,42,Yes,1
825,2023-11-21,Standard,399,15.6,7,1,25,13,No,0
826,2023-04-02,Standard,399,23.0,6,5,20,58,Yes,1
827,2023-10-29,Premium,699,15.5,8,3,1,54,Yes,1
828,2024-01-03,Basic,199,22.6,0,0,24,45,No,0
829,2024-10-02,Basic,199,21.7,3,3,19,44,Yes,1
830,2024-05-01,Standard,399,10.4,6,4,25,13,No,0
831,2024-11-17,Basic,199,14.1,5,3,13,9,Yes,1
832,2024-11-04,Basic,199,0.8,0,1,9,46,No,0
833,2024-09-10,Standard,399,2.6,6,3,9,57,Yes,1
834,2023-12-30,Standard,399,11.6,6,4,12,52,Yes,1
835,2023-08-31,Basic,199,10.9,0,4,12,31,No,0
836,2023-02-08,Premium,699,7.1,8,4,33,23,Yes,1
837,2023-03-23,Premium,699,17.8,1,4,31,30,No,0
838,2024-09-16,Basic,199,24.6,4,3,34,33,Yes,1
839,2024-08-16,Basic,199,12.1,1,5,16,40,Yes,1
840,2024-04-25,Standard,399,22.6,8,0,4,30,Yes,1
841,2024-09-03,Premium,699,10.8,4,2,22,10,Yes,1
842,2023-06-23,Premium,699,18.3,4,0,20,40,Yes,1
843,2024-05-11,Premium,699,16.6,4,5,4,39,Yes,1
844,2023-10-09,Basic,199,12.9,4,2,9,8,No,0
845,2024-04-02,Standard,399,18.7,2,4,1,47,Yes,1
846,2023-02-03,Standard,399,6.9,3,3,12,11,No,0
847,2024-01-28,Standard,399,24.2,2,3,6,48,No,0
848,2023-12-20,Basic,199,18.3,2,1,29,36,No,0
849,2024-05-02,Basic,199,19.0,1,0,17,10,No,0
850,2024-02-04,Standard,399,18.8,8,1,31,24,No,0
851,2024-04-04,Standard,399,4.1,6,0,17,18,No,0
852,2023-12-29,Standard,399,24.1,0,0,21,58,No,0
853,2024-02-05,Standard,399,8.7,4,0,18,16,No,0
854,2023-07-04,Standard,399,18.5,3,4,16,21,No,0
855,2024-06-21,Standard,399,0.8,0,0,36,0,No,0
856,2024-09-26,Basic,199,9.1,4,2,29,12,Yes,1
857,2023-05-03,Basic,199,23.5,3,4,4,40,Yes,1
858,2023-10-29,Basic,199,9.7,2,0,9,44,Yes,1
859,2023-11-28,Standard,399,16.2,4,3,5,44,No,0
860,2023-03-03,Standard,399,19.6,4,0,11,24,Yes,1
861,2024-02-07,Standard,399,4.9,1,3,17,59,Yes,1
862,2023-04-19,Basic,199,3.2,8,3,32,13,Yes,1
863,2024-04-01,Standard,399,3.0,1,0,17,36,No,0
864,2023-06-05,Basic,199,4.1,0,0,32,42,Yes,1
