user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_num,flag_low_usage,flag_inactive,flag_high_support,flag_payment_issues,risk_score,risk_segment
609,2024-07-06,Standard,399,22.7,8,2,14,34,No,0,False,True,True,True,4,High
610,2023-05-18,Standard,399,9.5,3,4,10,46,No,0,False,True,False,True,2,Medium
611,2023-09-02,Standard,399,13.0,6,2,33,32,Yes,1,False,True,True,True,4,High
612,2024-08-02,Premium,699,19.1,2,3,11,10,Yes,1,False,False,False,True,1,Low
613,2024-05-14,Premium,699,18.5,7,2,10,2,Yes,1,False,False,True,True,3,Medium
614,2024-01-05,Basic,199,7.0,3,0,5,42,Yes,1,False,True,False,False,1,Low
615,2024-12-21,Standard,399,23.0,0,0,31,41,Yes,1,False,True,False,False,1,Low
616,2024-01-21,Premium,699,21.0,4,4,18,34,Yes,1,False,True,False,True,2,Medium
617,2023-08-17,Premium,699,9.4,1,4,25,16,No,0,False,True,False,True,2,Medium
618,2024-09-10,Premium,699,9.1,5,3,26,50,Yes,1,False,True,True,True,4,High
619,2024-10-20,Basic,199,22.1,7,1,33,14,Yes,1,False,False,True,True,3,Medium
620,2023-05-02,Standard,399,4.2,2,2,14,38,Yes,1,False,True,False,True,2,Medium
621,2024-05-05,Premium,699,10.7,5,5,15,7,Yes,1,False,False,True,True,3,Medium
622,2024-08-10,Standard,399,15.0,6,0,14,15,Yes,1,False,True,True,False,3,Medium
623,2023-02-27,Premium,699,3.8,8,0,11,57,Yes,1,False,True,True,False,3,Medium
624,2024-10-14,Basic,199,23.1,8,3,17,38,No,0,False,True,True,True,4,High
625,2024-05-08,Basic,199,23.7,3,3,19,38,No,0,False,True,False,True,2,Medium
626,2024-09-30,Basic,199,20.8,2,4,15,52,No,0,False,True,False,True,2,Medium
627,2023-08-24,Premium,699,7.0,5,3,33,38,Yes,1,False,True,True,True,4,High
628,2024-05-31,Standard,399,3.7,0,1,25,33,No,0,False,True,False,True,2,Medium
629,2024-09-06,Premium,699,20.7,1,1,27,30,No,0,False,True,False,True,2,Medium
630,2024-09-09,Basic,199,12.8,1,0,35,30,No,0,False,True,False,False,1,Low
631,2023-02-14,Premium,699,22.5,6,4,1,26,Yes,1,False,True,True,True,4,High
632,2024-12-14,Premium,699,11.0,7,3,34,22,Yes,1,False,True,True,True,4,High
633,2023-03-27,Premium,699,10.9,4,3,7,49,Yes,1,False,True,False,True,2,Medium
634,2023-01-08,Standard,399,10.5,3,0,35,45,No,0,False,True,False,False,1,Low
635,2023-11-20,Premium,699,3.4,0,3,34,41,Yes,1,False,True,False,True,2,Medium
636,2024-07-02,Standard,399,3.1,6,5,24,37,Yes,1,False,True,True,True,4,High
637,2024-07-24,Standard,399,15.5,6,1,24,26,No,0,False,True,True,True,4,High
638,2024-08-14,Standard,399,9.6,8,3,12,16,No,0,False,True,True,True,4,High
639,2024-12-17,Standard,399,18.5,1,5,26,14,No,0,False,False,False,True,1,Low
640,2024-12-14,Basic,199,5.8,6,2,7,51,Yes,1,False,True,True,True,4,High
641,2024-09-06,Premium,699,4.4,0,0,4,52,Yes,1,False,True,False,False,1,Low
642,2024-01-29,Standard,399,2.1,3,2,6,5,No,0,True,False,False,True,4,High
643,2023-01-11,Standard,399,7.5,0,1,34,40,No,0,False,True,False,True,2,Medium
644,2023-08-26,Basic,199,7.5,0,4,34,32,Yes,1,False,True,False,True,2,Medium
645,2023-06-11,Premium,699,17.0,5,1,11,41,Yes,1,False,True,True,True,4,High
646,2023-07-25,Basic,199,19.6,5,5,18,25,Yes,1,False,True,True,True,4,High
647,2024-07-26,Premium,699,18.6,1,0,1,35,Yes,1,False,True,False,False,1,Low
648,2024-04-10,Premium,699,9.0,4,1,23,38,No,0,False,True,False,True,2,Medium
649,2024-05-30,Standard,399,6.9,6,4,1,6,No,0,False,False,True,True,3,Medium
650,2024-08-11,Standard,399,23.7,8,2,22,56,Yes,1,False,True,True,True,4,High
651,2024-04-14,Standard,399,24.2,7,1,29,48,Yes,1,False,True,True,True,4,High
652,2024-01-27,Premium,699,22.5,0,3,30,7,Yes,1,False,False,False,True,1,Low
653,2024-06-12,Premium,699,17.1,3,2,15,26,No,0,False,True,False,True,2,Medium
654,2024-11-20,Premium,699,17.7,4,1,1,18,Yes,1,False,True,False,True,2,Medium
655,2024-08-10,Premium,699,2.4,2,3,22,20,Yes,1,True,True,False,True,5,High
656,2023-09-05,Standard,399,23.7,3,3,12,47,Yes,1,False,True,False,True,2,Medium
657,2023-04-20,Standard,399,6.1,3,4,14,22,Yes,1,False,True,False,True,2,Medium
658,2024-07-08,Basic,199,17.1,7,4,6,0,No,0,False,False,True,True,3,Medium
659,2024-08-11,Basic,199,9.6,5,3,31,57,No,0,False,True,True,True,4,High
660,2024-08-13,Standard,399,5.0,8,2,32,25,Yes,1,False,True,True,True,4,High
661,2024-05-29,Basic,199,13.4,6,3,4,60,Yes,1,False,True,True,True,4,High
662,2024-04-16,Standard,399,21.6,2,3,26,7,No,0,False,False,False,True,1,Low
663,2024-01-06,Standard,399,0.8,3,3,1,37,Yes,1,True,True,False,True,5,High
664,2024-09-19,Premium,699,5.1,4,1,17,17,No,0,False,True,False,True,2,Medium
665,2024-01-17,Standard,399,5.0,6,1,24,26,No,0,False,True,True,True,4,High
666,2024-12-03,Standard,399,7.4,2,4,26,8,No,0,False,False,False,True,1,Low
667,2023-07-20,Basic,199,18.2,3,4,7,27,No,0,False,True,False,True,2,Medium
668,2024-10-07,Basic,199,12.1,0,1,10,26,No,0,False,True,False,True,2,Medium
669,2024-08-04,Premium,699,18.2,7,2,35,16,No,0,False,True,True,True,4,High
670,2024-05-02,Basic,199,2.9,2,0,26,13,No,0,True,False,False,False,3,Medium
671,2024-07-24,Premium,699,11.5,5,2,7,23,Yes,1,False,True,True,True,4,High
672,2024-09-12,Standard,399,1.0,1,2,23,55,Yes,1,True,True,False,True,5,High
673,2024-05-14,Basic,199,4.8,4,2,35,20,Yes,1,False,True,False,True,2,Medium
674,2023-05-29,Premium,699,22.3,6,4,29,18,Yes,1,False,True,True,True,4,High
675,2023-08-22,Basic,199,10.8,6,0,22,5,Yes,1,False,False,True,False,2,Medium
676,2024-03-31,Standard,399,16.5,4,4,21,41,Yes,1,False,True,False,True,2,Medium
677,2023-05-09,Standard,399,24.2,6,1,34,11,No,0,False,False,True,True,3,Medium
678,2023-04-08,Premium,699,16.7,1,1,16,10,No,0,False,False,False,True,1,Low
679,2023-03-27,Basic,199,13.9,0,3,31,33,No,0,False,True,False,True,2,Medium
680,2023-11-13,Basic,199,15.6,1,5,17,59,No,0,False,True,False,True,2,Medium
681,2023-06-24,Basic,199,18.6,7,5,16,8,Yes,1,False,False,True,True,3,Medium
682,2024-07-07,Basic,199,16.8,5,3,3,29,No,0,False,True,True,True,4,High
683,2024-10-08,Standard,399,11.4,8,1,36,37,No,0,False,True,True,True,4,High
684,2024-07-06,Premium,699,13.3,8,2,28,58,Yes,1,False,True,True,True,4,High
685,2023-01-11,Basic,199,11.3,5,3,6,16,Yes,1,False,True,True,True,4,High
686,2023-01-09,Basic,199,20.5,2,2,34,18,No,0,False,True,False,True,2,Medium
687,2023-10-27,Premium,699,23.7,7,2,32,0,No,0,False,False,True,True,3,Medium
688,2024-07-28,Premium,699,20.0,8,2,15,12,Yes,1,False,False,True,True,3,Medium
689,2024-03-08,Standard,399,6.6,6,3,26,14,Yes,1,False,False,True,True,3,Medium
690,2023-10-03,Premium,699,13.2,4,2,16,41,Yes,1,False,True,False,True,2,Medium
691,2024-04-11,Standard,399,21.4,2,1,13,18,No,0,False,True,False,True,2,Medium
692,2023-02-20,Premium,699,7.2,7,1,29,20,Yes,1,False,True,True,True,4,High
693,2024-03-24,Premium,699,5.1,1,2,2,17,Yes,1,False,True,False,True,2,Medium
694,2024-03-06,Premium,699,6.2,2,0,1,31,Yes,1,False,True,False,False,1,Low
695,2023-03-24,Standard,399,25.0,7,5,32,50,Yes,1,False,True,True,True,4,High
696,2023-07-16,Basic,199,7.0,6,0,4,34,Yes,1,False,True,True,False,3,Medium
697,2024-03-29,Standard,399,20.8,1,5,25,15,No,0,False,True,False,True,2,Medium
698,2024-04-29,Basic,199,5.4,1,4,3,42,No,0,False,True,False,True,2,Medium
699,2024-07-16,Standard,399,23.4,2,5,20,46,Yes,1,False,True,False,True,2,Medium
700,2024-11-13,Premium,699,6.7,4,1,8,23,No,0,False,True,False,True,2,Medium
701,2023-10-10,Basic,199,6.3,6,2,8,0,Yes,1,False,False,True,True,3,Medium
702,2024-12-08,Premium,699,10.2,3,0,8,2,No,0,False,False,False,False,0,Low
703,2024-12-03,Standard,399,9.6,1,1,10,10,No,0,False,False,False,True,1,Low
704,2024-12-19,Premium,699,23.3,0,0,22,22,No,0,False,True,False,False,1,Low
705,2023-12-22,Premium,699,3.6,3,2,7,35,Yes,1,False,True,False,True,2,Medium
706,2023-02-10,Standard,399,1.0,6,2,13,46,Yes,1,True,True,True,True,7,Critical
707,2023-07-11,Standard,399,14.2,8,5,29,31,Yes,1,False,True,True,True,4,High
708,2024-07-21,Premium,699,8.4,7,2,23,55,No,0,False,True,True,True,4,High
709,2024-01-11,Basic,199,13.5,7,2,5,52,Yes,1,False,True,True,True,4,High
710,2023-01-20,Standard,399,19.5,8,3,1,46,Yes,1,False,True,True,True,4,High
711,2024-07-05,Premium,699,19.5,3,2,24,46,Yes,1,False,True,False,True,2,Medium
712,2023-11-27,Standard,399,13.3,7,4,13,9,No,0,False,False,True,True,3,Medium
713,2023-05-13,Standard,399,3.2,8,5,21,4,Yes,1,False,False,True,True,3,Medium
714,2024-10-19,Basic,199,5.5,7,1,3,6,Yes,1,False,False,True,True,3,Medium
715,2023-03-14,Standard,399,13.4,4,0,32,23,Yes,1,False,True,False,False,1,Low
716,2024-01-05,Basic,199,16.6,1,3,14,51,No,0,False,True,False,True,2,Medium
717,2023-03-14,Premium,699,20.6,0,4,27,17,No,0,False,True,False,True,2,Medium
718,2024-06-28,Standard,399,23.6,8,0,5,6,No,0,False,False,True,False,2,Medium
719,2024-07-25,Standard,399,5.2,3,4,13,40,No,0,False,True,False,True,2,Medium
720,2024-04-14,Premium,699,10.7,1,5,36,36,Yes,1,False,True,False,True,2,Medium
721,2023-12-12,Premium,699,22.1,2,1,28,35,No,0,False,True,False,True,2,Medium
722,2023-11-29,Premium,699,13.6,7,2,11,57,Yes,1,False,True,True,True,4,High
723,2024-07-30,Standard,399,19.2,6,5,27,20,No,0,False,True,True,True,4,High
724,2024-04-08,Premium,699,9.7,8,5,14,16,Yes,1,False,True,True,True,4,High
725,2023-05-19,Standard,399,0.5,0,2,26,38,Yes,1,True,True,False,True,5,High
726,2024-12-07,Standard,399,7.9,3,1,1,54,Yes,1,False,True,False,True,2,Medium
727,2023-06-09,Standard,399,13.0,2,0,36,2,No,0,False,False,False,False,0,Low
728,2023-04-05,Basic,199,9.5,3,1,17,16,No,0,False,True,False,True,2,Medium
729,2024-05-09,Premium,699,14.4,3,5,26,4,No,0,False,False,False,True,1,Low
730,2024-08-13,Basic,199,20.7,1,4,32,41,Yes,1,False,True,False,True,2,Medium
731,2024-03-02,Standard,399,19.6,5,2,6,56,No,0,False,True,True,True,4,High
732,2023-02-25,Basic,199,18.8,0,5,15,49,No,0,False,True,False,True,2,Medium
733,2024-12-15,Standard,399,1.5,8,4,34,9,Yes,1,True,False,True,True,6,Critical
734,2024-05-31,Basic,199,1.7,6,3,10,48,Yes,1,True,True,True,True,7,Critical
735,2024-05-02,Basic,199,11.1,6,1,15,8,No,0,False,False,True,True,3,Medium
736,2024-12-15,Premium,699,13.9,4,0,4,25,No,0,False,True,False,False,1,Low
737,2023-07-20,Basic,199,12.3,3,3,9,25,No,0,False,True,False,True,2,Medium
738,2024-12-02,Premium,699,6.5,1,2,34,49,Yes,1,False,True,False,True,2,Medium
739,2023-11-25,Premium,699,3.3,6,3,6,23,Yes,1,False,True,True,True,4,High
740,2024-03-28,Standard,399,19.4,2,2,2,39,No,0,False,True,False,True,2,Medium
741,2023-03-29,Premium,699,11.3,3,1,10,43,No,0,False,True,False,True,2,Medium
742,2023-04-24,Basic,199,6.5,2,2,4,0,Yes,1,False,False,False,True,1,Low
743,2023-07-28,Standard,399,12.0,5,1,29,47,No,0,False,True,True,True,4,High
744,2023-05-25,Premium,699,18.9,8,3,34,39,Yes,1,False,True,True,True,4,High
745,2023-10-18,Premium,699,9.7,8,0,2,16,Yes,1,False,True,True,False,3,Medium
746,2024-11-09,Basic,199,1.8,0,0,18,24,No,0,True,True,False,False,4,High
747,2024-01-31,Premium,699,21.7,0,2,24,55,No,0,False,True,False,True,2,Medium
748,2024-06-28,Basic,199,13.0,1,2,25,31,No,0,False,True,False,True,2,Medium
749,2023-02-10,Basic,199,5.4,7,4,12,59,Yes,1,False,True,True,True,4,High
750,2023-12-22,Basic,199,8.0,7,3,34,47,Yes,1,False,True,True,True,4,High
751,2023-03-05,Premium,699,9.2,4,1,23,32,Yes,1,False,True,False,True,2,Medium
752,2023-06-05,Premium,699,22.0,0,4,17,60,Yes,1,False,True,False,True,2,Medium
753,2024-11-25,Standard,399,16.6,1,5,26,24,Yes,1,False,True,False,True,2,Medium
754,2023-12-04,Premium,699,10.7,2,3,15,19,No,0,False,True,False,True,2,Medium
755,2023-07-27,Standard,399,3.7,2,4,35,34,Yes,1,False,True,False,True,2,Medium
756,2023-05-29,Basic,199,17.4,8,1,20,27,No,0,False,True,True,True,4,High
757,2023-07-08,Premium,699,8.3,8,4,11,60,Yes,1,False,True,True,True,4,High
758,2024-10-14,Standard,399,18.3,5,3,10,26,Yes,1,False,True,True,True,4,High
759,2024-09-18,Premium,699,4.2,3,0,18,8,Yes,1,False,False,False,False,0,Low
760,2023-01-27,Premium,699,15.3,3,4,18,14,Yes,1,False,False,False,True,1,Low
761,2024-04-25,Standard,399,17.4,7,1,6,32,No,0,False,True,True,True,4,High
762,2023-07-17,Premium,699,5.0,6,3,24,30,Yes,1,False,True,True,True,4,High
763,2024-11-18,Basic,199,10.5,0,2,3,60,Yes,1,False,True,False,True,2,Medium
764,2024-04-13,Basic,199,2.1,7,4,14,31,Yes,1,True,True,True,True,7,Critical
765,2023-11-17,Basic,199,10.4,0,4,28,47,No,0,False,True,False,True,2,Medium
766,2023-02-13,Standard,399,13.4,0,4,35,6,No,0,False,False,False,True,1,Low
767,2024-10-07,Basic,199,13.7,0,4,34,24,Yes,1,False,True,False,True,2,Medium
768,2024-04-17,Basic,199,7.6,6,2,13,49,No,0,False,True,True,True,4,High
769,2024-04-19,Basic,199,7.7,0,5,28,33,No,0,False,True,False,True,2,Medium
770,2024-12-13,Premium,699,2.7,8,0,29,11,No,0,True,False,True,False,5,High
771,2024-08-27,Premium,699,10.1,5,3,9,1,Yes,1,False,False,True,True,3,Medium
772,2024-12-29,Premium,699,22.1,1,2,13,20,No,0,False,True,False,True,2,Medium
773,2024-12-25,Basic,199,2.7,7,5,8,23,Yes,1,True,True,True,True,7,Critical
774,2023-06-24,Standard,399,15.5,2,3,33,35,Yes,1,False,True,False,True,2,Medium
775,2024-03-05,Standard,399,4.5,2,1,10,49,No,0,False,True,False,True,2,Medium
776,2023-05-15,Standard,399,18.4,7,2,20,40,Yes,1,False,True,True,True,4,High
777,2024-05-25,Basic,199,15.8,4,0,1,29,Yes,1,False,True,False,False,1,Low
778,2024-05-02,Premium,699,15.4,7,1,1,13,No,0,False,False,True,True,3,Medium
779,2024-09-26,Standard,399,11.3,0,1,27,56,No,0,False,True,False,True,2,Medium
780,2024-10-30,Premium,699,20.6,3,0,36,11,No,0,False,False,False,False,0,Low
781,2023-11-02,Standard,399,4.1,0,5,3,36,Yes,1,False,True,False,True,2,Medium
782,2024-09-17,Standard,399,1.7,6,1,6,10,No,0,True,False,True,True,6,Critical
783,2023-02-06,Premium,699,4.8,7,5,36,37,Yes,1,False,True,True,True,4,High
784,2024-07-17,Basic,199,8.4,6,0,20,48,Yes,1,False,True,True,False,3,Medium
785,2024-06-23,Basic,199,12.0,1,5,19,55,Yes,1,False,True,False,True,2,Medium
786,2024-10-06,Standard,399,5.6,3,4,34,3,Yes,1,False,False,False,True,1,Low
787,2023-09-23,Premium,699,12.3,4,3,6,38,No,0,False,True,False,True,2,Medium
788,2024-05-19,Premium,699,23.2,7,4,23,46,Yes,1,False,True,True,True,4,High
789,2024-10-02,Basic,199,17.9,3,0,15,7,Yes,1,False,False,False,False,0,Low
790,2024-07-27,Basic,199,20.1,6,3,14,2,Yes,1,False,False,True,True,3,Medium
791,2023-03-11,Premium,699,0.8,3,5,14,18,Yes,1,True,True,False,True,5,High
792,2023-12-16,Standard,399,12.9,5,0,20,7,No,0,False,False,True,False,2,Medium
793,2024-11-19,Standard,399,20.9,3,2,2,53,Yes,1,False,True,False,True,2,Medium
794,2024-07-03,Standard,399,20.0,2,3,31,9,No,0,False,False,False,True,1,Low
795,2023-11-03,Standard,399,19.7,6,5,30,3,No,0,False,False,True,True,3,Medium
796,2023-12-29,Premium,699,14.1,0,1,21,36,No,0,False,True,False,True,2,Medium
797,2023-06-19,Basic,199,7.4,0,2,10,24,No,0,False,True,False,True,2,Medium
798,2024-12-27,Premium,699,5.1,1,2,25,45,No,0,False,True,False,True,2,Medium
799,2023-11-06,Basic,199,10.6,7,1,18,23,Yes,1,False,True,True,True,4,High
800,2023-07-26,Basic,199,7.9,1,2,34,50,Yes,1,False,True,False,True,2,Medium
801,2024-05-10,Basic,199,12.9,7,4,29,9,Yes,1,False,False,True,True,3,Medium
802,2024-06-12,Premium,699,8.1,5,1,34,49,No,0,False,True,True,True,4,High
803,2024-06-18,Premium,699,5.5,0,3,9,24,No,0,False,True,False,True,2,Medium
804,2023-03-31,Basic,199,8.1,0,5,1,54,Yes,1,False,True,False,True,2,Medium
805,2023-11-16,Standard,399,22.3,1,4,30,49,No,0,False,True,False,True,2,Medium
806,2023-10-11,Basic,199,16.2,3,2,20,12,Yes,1,False,False,False,True,1,Low
807,2023-04-28,Premium,699,19.4,1,2,21,9,Yes,1,False,False,False,True,1,Low
808,2023-10-05,Basic,199,13.1,3,4,36,22,Yes,1,False,True,False,True,2,Medium
809,2023-12-13,Basic,199,14.6,2,0,19,19,No,0,False,True,False,False,1,Low
810,2023-04-19,Premium,699,1.7,0,3,29,57,Yes,1,True,True,False,True,5,High
811,2024-08-29,Standard,399,2.6,6,1,4,45,Yes,1,True,True,True,True,7,Critical
812,2024-11-17,Premium,699,15.6,4,2,29,52,Yes,1,False,True,False,True,2,Medium
813,2024-12-16,Premium,699,24.4,7,4,6,8,Yes,1,False,False,True,True,3,Medium
814,2023-05-28,Standard,399,11.7,7,3,7,14,No,0,False,False,True,True,3,Medium
815,2023-12-05,Premium,699,22.9,6,1,17,44,No,0,False,True,True,True,4,High
816,2024-04-17,Standard,399,12.4,1,3,30,7,No,0,False,False,False,True,1,Low
817,2023-04-20,Basic,199,19.3,2,4,19,6,No,0,False,False,False,True,1,Low
818,2024-02-28,Standard,399,16.4,4,4,36,29,Yes,1,False,True,False,True,2,Medium
819,2024-12-11,Basic,199,13.9,7,3,16,4,Yes,1,False,False,True,True,3,Medium
820,2024-12-11,Premium,699,19.7,6,4,28,50,Yes,1,False,True,True,True,4,High
821,2024-05-13,Basic,199,16.7,1,5,12,59,No,0,False,True,False,True,2,Medium
822,2024-02-20,Basic,199,8.5,1,3,30,11,Yes,1,False,False,False,True,1,Low
823,2023-03-04,Basic,199,17.3,6,2,7,31,Yes,1,False,True,True,True,4,High
824,2024-06-28,Basic,199,20.5,0,1,14,42,Yes,1,False,True,False,True,2,Medium
825,2023-11-21,Standard,399,15.6,7,1,25,13,No,0,False,False,True,True,3,Medium
826,2023-04-02,Standard,399,23.0,6,5,20,58,Yes,1,False,True,True,True,4,High
827,2023-10-29,Premium,699,15.5,8,3,1,54,Yes,1,False,True,True,True,4,High
828,2024-01-03,Basic,199,22.6,0,0,24,45,No,0,False,True,False,False,1,Low
829,2024-10-02,Basic,199,21.7,3,3,19,44,Yes,1,False,True,False,True,2,Medium
830,2024-05-01,Standard,399,10.4,6,4,25,13,No,0,False,False,True,True,3,Medium
831,2024-11-17,Basic,199,14.1,5,3,13,9,Yes,1,False,False,True,True,3,Medium
832,2024-11-04,Basic,199,0.8,0,1,9,46,No,0,True,True,False,True,5,High
833,2024-09-10,Standard,399,2.6,6,3,9,57,Yes,1,True,True,True,True,7,Critical
834,2023-12-30,Standard,399,11.6,6,4,12,52,Yes,1,False,True,True,True,4,High
835,2023-08-31,Basic,199,10.9,0,4,12,31,No,0,False,True,False,True,2,Medium
836,2023-02-08,Premium,699,7.1,8,4,33,23,Yes,1,False,True,True,True,4,High
837,2023-03-23,Premium,699,17.8,1,4,31,30,No,0,False,True,False,True,2,Medium
838,2024-09-16,Basic,199,24.6,4,3,34,33,Yes,1,False,True,False,True,2,Medium
839,2024-08-16,Basic,199,12.1,1,5,16,40,Yes,1,False,True,False,True,2,Medium
840,2024-04-25,Standard,399,22.6,8,0,4,30,Yes,1,False,True,True,False,3,Medium
841,2024-09-03,Premium,699,10.8,4,2,22,10,Yes,1,False,False,False,True,1,Low
842,2023-06-23,Premium,699,18.3,4,0,20,40,Yes,1,False,True,False,False,1,Low
843,2024-05-11,Premium,699,16.6,4,5,4,39,Yes,1,False,True,False,True,2,Medium
844,2023-10-09,Basic,199,12.9,4,2,9,8,No,0,False,False,False,True,1,Low
845,2024-04-02,Standard,399,18.7,2,4,1,47,Yes,1,False,True,False,True,2,Medium
846,2023-02-03,Standard,399,6.9,3,3,12,11,No,0,False,False,False,True,1,Low
847,2024-01-28,Standard,399,24.2,2,3,6,48,No,0,False,True,False,True,2,Medium
848,2023-12-20,Basic,199,18.3,2,1,29,36,No,0,False,True,False,True,2,Medium
849,2024-05-02,Basic,199,19.0,1,0,17,10,No,0,False,False,False,False,0,Low
850,2024-02-04,Standard,399,18.8,8,1,31,24,No,0,False,True,True,True,4,High
851,2024-04-04,Standard,399,4.1,6,0,17,18,No,0,False,True,True,False,3,Medium
852,2023-12-29,Standard,399,24.1,0,0,21,58,No,0,False,True,False,False,1,Low
853,2024-02-05,Standard,399,8.7,4,0,18,16,No,0,False,True,False,False,1,Low
854,2023-07-04,Standard,399,18.5,3,4,16,21,No,0,False,True,False,True,2,Medium
855,2024-06-21,Standard,399,0.8,0,0,36,0,No,0,True,False,False,False,3,Medium
856,2024-09-26,Basic,199,9.1,4,2,29,12,Yes,1,False,False,False,True,1,Low
857,2023-05-03,Basic,199,23.5,3,4,4,40,Yes,1,False,True,False,True,2,Medium
858,2023-10-29,Basic,199,9.7,2,0,9,44,Yes,1,False,True,False,False,1,Low
859,2023-11-28,Standard,399,16.2,4,3,5,44,No,0,False,True,False,True,2,Medium
860,2023-03-03,Standard,399,19.6,4,0,11,24,Yes,1,False,True,False,False,1,Low
861,2024-02-07,Standard,399,4.9,1,3,17,59,Yes,1,False,True,False,True,2,Medium
862,2023-04-19,Basic,199,3.2,8,3,32,13,Yes,1,False,False,True,True,3,Medium
863,2024-04-01,Standard,399,3.0,1,0,17,36,No,0,False,True,False,False,1,Low
864,2023-06-05,Basic,199,4.1,0,0,32,42,Yes,1,False,True,False,False,1,Low
865,2024-05-17,Premium,699,22.7,0,4,22,45,No,0,False,True,False,True,2,Medium
866,2024-12-06,Standard,399,10.4,1,4,28,14,Yes,1,False,False,False,True,1,Low
867,2023-02-26,Standard,399,14.4,5,2,8,43,Yes,1,False,True,True,True,4,High
868,2023-10-24,Premium,699,9.5,5,0,6,53,Yes,1,False,True,True,False,3,Medium
869,2024-12-13,Premium,699,4.8,0,3,13,42,Yes,1,False,True,False,True,2,Medium
870,2024-03-24,Standard,399,16.0,5,3,7,5,No,0,False,False,True,True,3,Medium
871,2023-09-02,Premium,699,3.9,3,0,13,46,No,0,False,True,False,False,1,Low
872,2024-04-05,Standard,399,2.0,8,5,25,19,Yes,1,True,True,True,True,7,Critical
873,2023-08-05,Basic,199,8.8,5,5,3,2,Yes,1,False,False,True,True,3,Medium
874,2023-03-15,Premium,699,11.7,8,1,34,47,No,0,False,True,True,True,4,High
875,2023-02-16,Basic,199,12.5,0,3,10,58,No,0,False,True,False,True,2,Medium
876,2024-04-12,Basic,199,0.9,0,2,9,52,Yes,1,True,True,False,True,5,High
877,2024-09-22,Premium,699,21.0,1,0,11,7,No,0,False,False,False,False,0,Low
878,2024-11-25,Basic,199,20.2,6,2,5,51,No,0,False,True,True,True,4,High
879,2023-08-07,Standard,399,3.5,8,1,21,20,No,0,False,True,True,True,4,High
880,2023-06-22,Basic,199,8.7,1,2,12,9,No,0,False,False,False,True,1,Low
881,2023-05-17,Premium,699,14.1,7,1,24,59,No,0,False,True,True,True,4,High
882,2023-07-03,Basic,199,19.6,0,3,25,5,Yes,1,False,False,False,True,1,Low
883,2024-10-17,Basic,199,10.7,7,5,19,8,Yes,1,False,False,True,True,3,Medium
884,2024-09-02,Standard,399,11.5,3,1,34,39,No,0,False,True,False,True,2,Medium
885,2023-12-23,Basic,199,15.5,1,5,32,52,No,0,False,True,False,True,2,Medium
886,2024-09-25,Standard,399,14.2,3,0,1,33,No,0,False,True,False,False,1,Low
887,2023-02-24,Standard,399,12.9,7,5,35,42,Yes,1,False,True,True,True,4,High
888,2023-02-14,Basic,199,20.0,7,3,8,11,Yes,1,False,False,True,True,3,Medium
889,2024-04-09,Basic,199,7.5,6,2,24,21,Yes,1,False,True,True,True,4,High
890,2024-05-11,Basic,199,18.6,8,1,7,10,No,0,False,False,True,True,3,Medium
891,2023-11-30,Premium,699,2.2,3,5,8,28,Yes,1,True,True,False,True,5,High
892,2023-08-22,Standard,399,18.8,5,1,13,49,Yes,1,False,True,True,True,4,High
893,2024-04-27,Basic,199,18.6,3,3,16,57,Yes,1,False,True,False,True,2,Medium
894,2024-04-10,Premium,699,1.8,6,1,32,13,No,0,True,False,True,True,6,Critical
895,2023-10-04,Basic,199,9.7,7,5,25,12,No,0,False,False,True,True,3,Medium
896,2024-04-21,Basic,199,3.6,0,2,22,8,Yes,1,False,False,False,True,1,Low
897,2023-06-10,Standard,399,4.7,5,1,27,56,Yes,1,False,True,True,True,4,High
898,2024-06-18,Premium,699,14.7,8,1,11,5,No,0,False,False,True,True,3,Medium
899,2023-09-10,Standard,399,15.0,7,2,14,0,No,0,False,False,True,True,3,Medium
900,2024-08-10,Basic,199,11.1,3,4,21,60,Yes,1,False,True,False,True,2,Medium
901,2023-02-04,Basic,199,24.5,0,3,27,46,No,0,False,True,False,True,2,Medium
902,2024-07-25,Standard,399,10.2,1,3,34,31,Yes,1,False,True,False,True,2,Medium
903,2023-04-03,Basic,199,23.8,2,2,27,18,Yes,1,False,True,False,True,2,Medium
904,2024-08-20,Basic,199,16.9,2,5,31,29,No,0,False,True,False,True,2,Medium
905,2024-01-15,Basic,199,11.9,2,5,30,25,Yes,1,False,True,False,True,2,Medium
906,2024-12-08,Premium,699,17.7,0,5,30,4,No,0,False,False,False,True,1,Low
907,2024-07-09,Standard,399,1.3,6,2,34,44,Yes,1,True,True,True,True,7,Critical
908,2023-02-26,Premium,699,19.8,1,4,14,56,Yes,1,False,True,False,True,2,Medium
909,2023-02-11,Premium,699,22.3,1,3,24,23,Yes,1,False,True,False,True,2,Medium
910,2023-07-29,Standard,399,4.8,8,5,24,4,Yes,1,False,False,True,True,3,Medium
911,2024-08-17,Basic,199,6.3,1,5,22,30,No,0,False,True,False,True,2,Medium
912,2024-05-30,Premium,699,19.0,3,2,14,22,No,0,False,True,False,True,2,Medium
913,2024-05-28,Premium,699,7.3,1,2,28,22,Yes,1,False,True,False,True,2,Medium
914,2023-10-27,Premium,699,12.0,8,5,8,52,Yes,1,False,True,True,True,4,High
